t,ia,ifd,wm,Te,Ea
3.9600,593.112694,8.391608,572.735058,19.908678,19.224673
3.9700,590.182720,8.391608,573.562003,19.810329,19.252431
3.9800,587.263090,8.391608,574.384274,19.712328,19.280032
3.9900,584.353825,8.391608,575.201886,19.614674,19.307476
4.0000,581.454947,8.391608,576.014856,19.517369,19.334764
4.0100,578.566474,8.391608,576.823201,19.420413,19.361898
4.0200,575.688428,8.391608,577.626937,19.323807,19.388876
4.0300,572.820826,8.391608,578.426082,19.227552,19.415701
4.0400,569.963688,8.391608,579.220651,19.131648,19.442372
4.0500,567.117029,8.391608,580.010662,19.036096,19.468889
4.0600,564.280867,8.391608,580.796131,18.940896,19.495255
4.0700,561.455218,8.391608,581.577075,18.846049,19.521468
4.0800,558.640097,8.391608,582.353511,18.751556,19.547530
4.0900,555.835517,8.391608,583.125455,18.657416,19.573442
4.1000,553.041493,8.391608,583.892925,18.563631,19.599203
4.1100,550.258037,8.391608,584.655937,18.470200,19.624815
4.1200,547.485159,8.391608,585.414509,18.377124,19.650277
4.1300,544.722873,8.391608,586.168657,18.284404,19.675591
4.1400,541.971187,8.391608,586.918398,18.192040,19.700757
4.1500,539.230112,8.391608,587.663749,18.100032,19.725776
4.1600,536.499656,8.391608,588.404727,18.008380,19.750648
4.1700,533.779828,8.391608,589.141349,17.917085,19.775374
4.1800,531.070635,8.391608,589.873633,17.826147,19.799954
4.1900,528.372085,8.391608,590.601594,17.735567,19.824389
4.2000,525.684184,8.391608,591.325251,17.645343,19.848680
4.2100,523.006938,8.391608,592.044620,17.555478,19.872826
4.2200,520.340352,8.391608,592.759718,17.465970,19.896830
4.2300,517.684430,8.391608,593.470562,17.376820,19.920690
4.2400,515.039177,8.391608,594.177170,17.288028,19.944409
4.2500,512.404595,8.391608,594.879558,17.199595,19.967985
4.2600,509.780688,8.391608,595.577743,17.111520,19.991421
4.2700,507.167456,8.391608,596.271742,17.023803,20.014716
4.2800,504.564902,8.391608,596.961573,16.936444,20.037871
4.2900,501.973027,8.391608,597.647253,16.849444,20.060887
4.3000,499.391830,8.391608,598.328798,16.762803,20.083764
4.3100,496.821311,8.391608,599.006226,16.676520,20.106503
4.3200,494.261470,8.391608,599.679554,16.590595,20.129104
4.3300,491.712305,8.391608,600.348799,16.505028,20.151568
4.3400,489.173813,8.391608,601.013977,16.419820,20.173896
4.3500,486.645993,8.391608,601.675107,16.334970,20.196088
4.3600,484.128841,8.391608,602.332204,16.250479,20.218144
4.3700,481.622354,8.391608,602.985287,16.166345,20.240066
4.3800,479.126527,8.391608,603.634372,16.082569,20.261853
4.3900,476.641357,8.391608,604.279476,15.999150,20.283507
4.4000,474.166837,8.391608,604.920616,15.916090,20.305028
4.4100,471.702962,8.391608,605.557809,15.833386,20.326416
4.4200,469.249725,8.391608,606.191072,15.751040,20.347672
4.4300,466.807122,8.391608,606.820423,15.669050,20.368797
4.4400,464.375143,8.391608,607.445878,15.587417,20.389792
4.4500,461.953782,8.391608,608.067454,15.506141,20.410656
4.4600,459.543030,8.391608,608.685168,15.425221,20.431390
4.4700,457.142879,8.391608,609.299037,15.344656,20.451996
4.4800,454.753321,8.391608,609.909079,15.264447,20.472473
4.4900,452.374345,8.391608,610.515309,15.184593,20.492822
4.5000,450.005941,8.391608,611.117745,15.105095,20.513043
4.5100,447.648100,8.391608,611.716404,15.025950,20.533138
4.5200,445.300811,8.391608,612.311302,14.947160,20.553107
4.5300,442.964062,8.391608,612.902457,14.868724,20.572950
4.5400,440.637842,8.391608,613.489886,14.790641,20.592667
4.5500,438.322139,8.391608,614.073604,14.712911,20.612261
4.5600,436.016940,8.391608,614.653630,14.635534,20.631730
4.5700,433.722234,8.391608,615.229979,14.558509,20.651076
4.5800,431.438005,8.391608,615.802668,14.481835,20.670299
4.5900,429.164242,8.391608,616.371715,14.405513,20.689400
4.6000,426.900930,8.391608,616.937136,14.329542,20.708379
4.6100,424.648054,8.391608,617.498947,14.253921,20.727237
4.6200,422.405600,8.391608,618.057166,14.178650,20.745975
4.6300,420.173553,8.391608,618.611809,14.103728,20.764592
4.6400,417.951898,8.391608,619.162892,14.029155,20.783090
4.6500,415.740618,8.391608,619.710432,13.954930,20.801469
4.6600,413.539698,8.391608,620.254447,13.881053,20.819730
4.6700,411.349121,8.391608,620.794951,13.807523,20.837872
4.6800,409.168870,8.391608,621.331962,13.734340,20.855898
4.6900,406.998928,8.391608,621.865497,13.661503,20.873807
4.7000,404.839278,8.391608,622.395571,13.589011,20.891600
4.7100,402.689902,8.391608,622.922201,13.516864,20.909277
4.7200,400.550781,8.391608,623.445405,13.445061,20.926839
4.7300,398.421897,8.391608,623.965197,13.373602,20.944286
4.7400,396.303232,8.391608,624.481594,13.302486,20.961620
4.7500,394.194767,8.391608,624.994613,13.231712,20.978840
4.7600,392.096481,8.391608,625.504270,13.161280,20.995948
4.7700,390.008356,8.391608,626.010581,13.091190,21.012943
4.7800,387.930372,8.391608,626.513563,13.021439,21.029826
4.7900,385.862508,8.391608,627.013231,12.952028,21.046598
4.8000,383.804743,8.391608,627.509602,12.882956,21.063259
4.8100,381.757058,8.391608,628.002692,12.814223,21.079811
4.8200,379.719431,8.391608,628.492517,12.745827,21.096252
4.8300,377.691841,8.391608,628.979093,12.677768,21.112585
4.8400,375.674266,8.391608,629.462436,12.610045,21.128809
4.8500,373.666684,8.391608,629.942562,12.542658,21.144925
4.8600,371.669074,8.391608,630.419487,12.475605,21.160934
4.8700,369.681413,8.391608,630.893227,12.408887,21.176836
4.8800,367.703678,8.391608,631.363798,12.342501,21.192631
4.8900,365.735848,8.391608,631.831216,12.276448,21.208320
4.9000,363.777898,8.391608,632.295496,12.210727,21.223905
4.9100,361.829805,8.391608,632.756654,12.145336,21.239384
4.9200,359.891546,8.391608,633.214706,12.080276,21.254759
4.9300,357.963098,8.391608,633.669668,12.015545,21.270031
4.9400,356.044436,8.391608,634.121556,11.951142,21.285199
4.9500,354.135536,8.391608,634.570384,11.887067,21.300265
4.9600,352.236375,8.391608,635.016169,11.823319,21.315228
4.9700,350.346926,8.391608,635.458926,11.759897,21.330090
4.9800,348.467167,8.391608,635.898671,11.696800,21.344851
4.9900,346.597071,8.391608,636.335419,11.634028,21.359511
5.0000,344.736613,8.391608,636.769185,11.571579,21.374071
5.0100,342.885769,8.391608,637.199985,11.509452,21.388531
5.0200,341.044513,8.391608,637.627835,11.447648,21.402892
5.0300,339.212818,8.391608,638.052749,11.386165,21.417155
5.0400,337.390660,8.391608,638.474743,11.325001,21.431320
5.0500,335.578012,8.391608,638.893832,11.264157,21.445387
5.0600,333.774848,8.391608,639.310031,11.203631,21.459358
5.0700,331.981141,8.391608,639.723355,11.143423,21.473232
5.0800,330.196866,8.391608,640.133820,11.083531,21.487009
5.0900,328.421995,8.391608,640.541441,11.023955,21.500692
5.1000,326.656501,8.391608,640.946231,10.964694,21.514279
5.1100,324.900358,8.391608,641.348208,10.905746,21.527772
5.1200,323.153539,8.391608,641.747385,10.847112,21.541171
5.1300,321.416015,8.391608,642.143777,10.788789,21.554476
5.1400,319.687760,8.391608,642.537399,10.730778,21.567689
5.1500,317.968746,8.391608,642.928267,10.673077,21.580809
5.1600,316.258945,8.391608,643.316393,10.615685,21.593837
5.1700,314.558329,8.391608,643.701795,10.558601,21.606773
5.1800,312.866871,8.391608,644.084485,10.501825,21.619619
5.1900,311.184543,8.391608,644.464479,10.445355,21.632374
5.2000,309.511316,8.391608,644.841791,10.389191,21.645039
5.2100,307.847161,8.391608,645.216436,10.333331,21.657615
5.2200,306.192050,8.391608,645.588428,10.277775,21.670101
5.2300,304.545956,8.391608,645.957782,10.222522,21.682499
5.2400,302.908848,8.391608,646.324512,10.167570,21.694809
5.2500,301.280698,8.391608,646.688632,10.112919,21.707031
5.2600,299.661478,8.391608,647.050157,10.058567,21.719166
5.2700,298.051157,8.391608,647.409101,10.004514,21.731215
5.2800,296.449708,8.391608,647.765478,9.950759,21.743177
5.2900,294.857101,8.391608,648.119302,9.897301,21.755054
5.3000,293.273307,8.391608,648.470588,9.844139,21.766845
5.3100,291.698295,8.391608,648.819349,9.791272,21.778552
5.3200,290.132038,8.391608,649.165600,9.738698,21.790174
5.3300,288.574505,8.391608,649.509354,9.686417,21.801713
5.3400,287.025667,8.391608,649.850625,9.634428,21.813168
5.3500,285.485493,8.391608,650.189428,9.582730,21.824540
5.3600,283.953954,8.391608,650.525776,9.531322,21.835831
5.3700,282.431021,8.391609,650.859682,9.480202,21.847039
5.3800,280.916663,8.391609,651.191162,9.429371,21.858165
5.3900,279.410850,8.391609,651.520227,9.378826,21.869211
5.4000,277.913552,8.391609,651.846892,9.328567,21.880176
5.4100,276.424738,8.391609,652.171171,9.278593,21.891061
5.4200,274.944380,8.391609,652.493077,9.228902,21.901866
5.4300,273.472445,8.391609,652.812623,9.179495,21.912592
5.4400,272.008905,8.391609,653.129823,9.130369,21.923239
5.4500,270.553728,8.391609,653.444691,9.081524,21.933808
5.4600,269.106884,8.391609,653.757239,9.032959,21.944299
5.4700,267.668342,8.391609,654.067481,8.984672,21.954713
5.4800,266.238072,8.391609,654.375431,8.936663,21.965050
5.4900,264.816043,8.391609,654.681101,8.888930,21.975310
5.5000,263.402225,8.391609,654.984504,8.841473,21.985494
5.5100,261.996586,8.391609,655.285655,8.794291,21.995603
5.5200,260.599097,8.391609,655.584565,8.747382,22.005636
5.5300,259.209727,8.391609,655.881248,8.700746,22.015595
5.5400,257.828444,8.391609,656.175716,8.654381,22.025479
5.5500,256.455219,8.391609,656.467983,8.608287,22.035289
5.5600,255.090021,8.391609,656.758061,8.562462,22.045026
5.5700,253.732817,8.391608,657.045964,8.516906,22.054690
5.5800,252.383577,8.391608,657.331704,8.471617,22.064281
5.5900,251.042271,8.391608,657.615293,8.426594,22.073800
5.6000,249.708867,8.391608,657.896745,8.381836,22.083248
5.6100,248.383335,8.391608,658.176071,8.337343,22.092624
5.6200,247.065643,8.391608,658.453286,8.293113,22.101929
5.6300,245.755760,8.391608,658.728400,8.249144,22.111163
5.6400,244.453656,8.391608,659.001427,8.205437,22.120328
5.6500,243.159299,8.391608,659.272378,8.161991,22.129423
5.6600,241.872659,8.391608,659.541267,8.118803,22.138448
5.6700,240.593704,8.391608,659.808106,8.075873,22.147405
5.6800,239.322402,8.391608,660.072906,8.033200,22.156293
5.6900,238.058724,8.391608,660.335680,7.990782,22.165114
5.7000,236.802637,8.391608,660.596441,7.948620,22.173867
5.7100,235.554112,8.391608,660.855200,7.906711,22.182552
5.7200,234.313116,8.391608,661.111969,7.865056,22.191171
5.7300,233.079618,8.391608,661.366760,7.823652,22.199723
5.7400,231.853588,8.391608,661.619586,7.782498,22.208210
5.7500,230.634995,8.391608,661.870458,7.741594,22.216631
5.7600,229.423806,8.391608,662.119389,7.700939,22.224987
5.7700,228.219992,8.391608,662.366389,7.660531,22.233277
5.7800,227.023521,8.391608,662.611471,7.620370,22.241504
5.7900,225.834362,8.391608,662.854646,7.580454,22.249666
5.8000,224.652485,8.391608,663.095926,7.540783,22.257765
5.8100,223.477857,8.391608,663.335323,7.501355,22.265801
5.8200,222.310448,8.391608,663.572848,7.462169,22.273774
5.8300,221.150227,8.391608,663.808513,7.423224,22.281684
5.8400,219.997163,8.391608,664.042329,7.384520,22.289533
5.8500,218.851225,8.391608,664.274308,7.346055,22.297319
5.8600,217.712382,8.391608,664.504461,7.307828,22.305045
5.8700,216.580603,8.391608,664.732799,7.269838,22.312709
5.8800,215.455857,8.391608,664.959334,7.232085,22.320313
5.8900,214.338114,8.391608,665.184076,7.194566,22.327857
5.9000,213.227342,8.391608,665.407038,7.157281,22.335341
5.9100,212.123510,8.391608,665.628229,7.120230,22.342766
5.9200,211.026589,8.391608,665.847662,7.083410,22.350131
5.9300,209.936546,8.391608,666.065346,7.046821,22.357438
5.9400,208.853352,8.391608,666.281294,7.010462,22.364687
5.9500,207.776975,8.391608,666.495516,6.974332,22.371877
5.9600,206.707385,8.391608,666.708023,6.938430,22.379011
5.9700,205.644552,8.391608,666.918826,6.902754,22.386086
5.9800,204.588444,8.391608,667.127935,6.867304,22.393106
5.9900,203.539031,8.391608,667.335362,6.832079,22.400068
6.0000,202.496283,8.391608,667.541116,6.797078,22.406975
6.0100,201.460168,8.391608,667.745209,6.762299,22.413825
6.0200,200.430658,8.391608,667.947651,6.727742,22.420620
6.0300,199.407720,8.391608,668.148453,6.693406,22.427361
6.0400,198.391325,8.391608,668.347625,6.659289,22.434046
6.0500,197.381443,8.391608,668.545178,6.625391,22.440677
6.0600,196.378043,8.391608,668.741121,6.591711,22.447254
6.0700,195.381095,8.391608,668.935466,6.558247,22.453778
6.0800,194.390569,8.391608,669.128223,6.524998,22.460248
6.0900,193.406434,8.391608,669.319401,6.491964,22.466665
6.1000,192.428661,8.391608,669.509011,6.459144,22.473030
6.1100,191.457220,8.391608,669.697064,6.426536,22.479342
6.1200,190.492079,8.391608,669.883569,6.394140,22.485602
6.1300,189.533211,8.391608,670.068536,6.361954,22.491811
6.1400,188.580584,8.391608,670.251975,6.329978,22.497968
6.1500,187.634169,8.391608,670.433897,6.298210,22.504075
6.1600,186.693936,8.391608,670.614311,6.266650,22.510131
6.1700,185.759855,8.391608,670.793227,6.235296,22.516136
6.1800,184.831897,8.391608,670.970655,6.204148,22.522092
6.1900,183.910032,8.391608,671.146604,6.173204,22.527998
6.2000,182.994231,8.391608,671.321085,6.142464,22.533855
6.2100,182.084463,8.391608,671.494107,6.111926,22.539662
6.2200,181.180700,8.391608,671.665679,6.081590,22.545421
6.2300,180.282913,8.391608,671.835812,6.051454,22.551132
6.2400,179.391071,8.391608,672.004514,6.021518,22.556795
6.2500,178.505145,8.391608,672.171795,5.991781,22.562410
6.2600,177.625107,8.391608,672.337666,5.962241,22.567978
6.2700,176.750928,8.391608,672.502134,5.932898,22.573498
6.2800,175.882577,8.391608,672.665209,5.903751,22.578972
6.2900,175.020027,8.391608,672.826901,5.874798,22.584399
6.3000,174.163248,8.391608,672.987220,5.846039,22.589781
6.3100,173.312211,8.391608,673.146173,5.817473,22.595116
6.3200,172.466888,8.391608,673.303770,5.789098,22.600406
6.3300,171.627250,8.391608,673.460021,5.760915,22.605651
6.3400,170.793268,8.391608,673.614934,5.732921,22.610851
6.3500,169.964914,8.391608,673.768519,5.705116,22.616006
6.3600,169.142159,8.391608,673.920784,5.677499,22.621117
6.3700,168.324974,8.391608,674.071739,5.650069,22.626184
6.3800,167.513331,8.391608,674.221391,5.622825,22.631208
6.3900,166.707203,8.391608,674.369751,5.595766,22.636187
6.4000,165.906560,8.391608,674.516827,5.568892,22.641124
6.4100,165.111374,8.391608,674.662627,5.542200,22.646018
6.4200,164.321618,8.391608,674.807161,5.515691,22.650870
6.4300,163.537263,8.391608,674.950436,5.489363,22.655679
6.4400,162.758282,8.391608,675.092463,5.463215,22.660446
6.4500,161.984646,8.391608,675.233248,5.437247,22.665172
6.4600,161.216328,8.391608,675.372801,5.411457,22.669856
6.4700,160.453300,8.391608,675.511130,5.385845,22.674499
6.4800,159.695535,8.391608,675.648244,5.360410,22.679102
6.4900,158.943004,8.391608,675.784150,5.335150,22.683664
6.5000,158.195680,8.391608,675.918858,5.310065,22.688185
6.5100,157.453536,8.391608,676.052376,5.285154,22.692667
6.5200,156.716545,8.391608,676.184711,5.260415,22.697109
6.5300,155.984678,8.391608,676.315873,5.235849,22.701512
6.5400,155.257910,8.391608,676.445869,5.211454,22.705875
6.5500,154.536213,8.391608,676.574707,5.187230,22.710200
6.5600,153.819559,8.391608,676.702395,5.163174,22.714486
6.5700,153.107923,8.391608,676.828942,5.139287,22.718734
6.5800,152.401277,8.391608,676.954356,5.115567,22.722943
6.5900,151.699594,8.391608,677.078644,5.092014,22.727115
6.6000,151.002847,8.391608,677.201815,5.068627,22.731250
6.6100,150.311011,8.391608,677.323875,5.045405,22.735347
6.6200,149.624058,8.391608,677.444834,5.022346,22.739407
6.6300,148.941963,8.391608,677.564699,4.999450,22.743430
6.6400,148.264698,8.391608,677.683477,4.976717,22.747417
6.6500,147.592237,8.391608,677.801176,4.954145,22.751368
6.6600,146.924554,8.391608,677.917805,4.931733,22.755283
6.6700,146.261624,8.391608,678.033370,4.909481,22.759162
6.6800,145.603419,8.391608,678.147879,4.887387,22.763006
6.6900,144.949915,8.391608,678.261340,4.865452,22.766814
6.7000,144.301084,8.391608,678.373760,4.843673,22.770588
6.7100,143.656902,8.391608,678.485147,4.822050,22.774327
6.7200,143.017343,8.391608,678.595507,4.800582,22.778031
6.7300,142.382381,8.391608,678.704849,4.779269,22.781701
6.7400,141.751990,8.391608,678.813180,4.758109,22.785338
6.7500,141.126146,8.391608,678.920507,4.737101,22.788940
6.7600,140.504822,8.391608,679.026837,4.716246,22.792509
6.7700,139.887993,8.391608,679.132178,4.695541,22.796045
6.7800,139.275635,8.391608,679.236536,4.674986,22.799548
6.7900,138.667722,8.391608,679.339919,4.654581,22.803018
6.8000,138.064230,8.391608,679.442333,4.634324,22.806456
6.8100,137.465132,8.391608,679.543787,4.614214,22.809861
6.8200,136.870405,8.391608,679.644287,4.594251,22.813235
6.8300,136.280024,8.391608,679.743839,4.574434,22.816576
6.8400,135.693964,8.391608,679.842451,4.554762,22.819886
6.8500,135.112200,8.391608,679.940130,4.535235,22.823165
6.8600,134.534708,8.391608,680.036883,4.515850,22.826413
6.8700,133.961463,8.391608,680.132715,4.496609,22.829630
6.8800,133.392442,8.391608,680.227635,4.477509,22.832816
6.8900,132.827620,8.391608,680.321649,4.458549,22.835971
6.9000,132.266973,8.391608,680.414763,4.439731,22.839097
6.9100,131.710477,8.391608,680.506984,4.421051,22.842192
6.9200,131.158108,8.391608,680.598319,4.402510,22.845258
6.9300,130.609842,8.391608,680.688775,4.384107,22.848295
6.9400,130.065655,8.391608,680.778358,4.365840,22.851302
6.9500,129.525524,8.391608,680.867073,4.347710,22.854279
6.9600,128.989425,8.391608,680.954929,4.329715,22.857228
6.9700,128.457334,8.391608,681.041931,4.311855,22.860149
6.9800,127.929229,8.391608,681.128086,4.294128,22.863041
6.9900,127.405085,8.391608,681.213399,4.276534,22.865904
7.0000,126.884880,8.391608,681.297878,4.259073,22.868740
7.0100,126.368591,8.391608,681.381529,4.241743,22.871548
7.0200,125.856193,8.391608,681.464358,4.224544,22.874328
7.0300,125.347666,8.391608,681.546370,4.207474,22.877081
7.0400,124.842985,8.391608,681.627573,4.190534,22.879807
7.0500,124.342127,8.391608,681.707973,4.173722,22.882505
7.0600,123.845071,8.391608,681.787574,4.157037,22.885177
7.0700,123.351793,8.391608,681.866385,4.140480,22.887823
7.0800,122.862271,8.391608,681.944410,4.124048,22.890442
7.0900,122.376483,8.391608,682.021655,4.107742,22.893035
7.1000,121.894406,8.391608,682.098127,4.091560,22.895601
7.1100,121.416018,8.391608,682.173831,4.075503,22.898143
7.1200,120.941297,8.391608,682.248773,4.059568,22.900658
7.1300,120.470221,8.391608,682.322960,4.043756,22.903148
7.1400,120.002768,8.391608,682.396397,4.028065,22.905613
7.1500,119.538915,8.391608,682.469089,4.012495,22.908053
7.1600,119.078642,8.391608,682.541043,3.997045,22.910469
7.1700,118.621926,8.391608,682.612263,3.981715,22.912859
7.1800,118.168746,8.391608,682.682757,3.966503,22.915225
7.1900,117.719081,8.391608,682.752529,3.951410,22.917567
7.2000,117.272908,8.391608,682.821585,3.936433,22.919885
7.2100,116.830207,8.391608,682.889931,3.921573,22.922180
7.2200,116.390957,8.391608,682.957572,3.906829,22.924450
7.2300,115.955135,8.391608,683.024513,3.892200,22.926697
7.2400,115.522722,8.391608,683.090761,3.877686,22.928921
7.2500,115.093696,8.391608,683.156320,3.863285,22.931121
7.2600,114.668037,8.391608,683.221196,3.848997,22.933299
7.2700,114.245723,8.391608,683.285395,3.834821,22.935454
7.2800,113.826733,8.391608,683.348921,3.820757,22.937586
7.2900,113.411048,8.391608,683.411780,3.806804,22.939696
7.3000,112.998647,8.391608,683.473977,3.792962,22.941784
7.3100,112.589509,8.391608,683.535517,3.779228,22.943850
7.3200,112.183614,8.391608,683.596407,3.765604,22.945893
7.3300,111.780942,8.391608,683.656650,3.752088,22.947916
7.3400,111.381472,8.391608,683.716252,3.738679,22.949916
7.3500,110.985184,8.391608,683.775218,3.725377,22.951895
7.3600,110.592059,8.391608,683.833553,3.712181,22.953854
7.3700,110.202077,8.391608,683.891262,3.699091,22.955791
7.3800,109.815207,8.391608,683.948354,3.686105,22.957707
7.3900,109.431455,8.391608,684.004825,3.673224,22.959603
7.4000,109.050785,8.391608,684.060685,3.660446,22.961478
7.4100,108.673178,8.391608,684.115940,3.647771,22.963332
7.4200,108.298614,8.391608,684.170594,3.635198,22.965167
7.4300,107.927075,8.391608,684.224652,3.622727,22.966981
7.4400,107.558542,8.391608,684.278119,3.610357,22.968776
7.4500,107.192995,8.391608,684.330999,3.598087,22.970551
7.4600,106.830415,8.391608,684.383297,3.585916,22.972306
7.4700,106.470785,8.391608,684.435017,3.573845,22.974043
7.4800,106.114084,8.391608,684.486166,3.561871,22.975759
7.4900,105.760294,8.391608,684.536746,3.549996,22.977457
7.5000,105.409396,8.391608,684.586763,3.538217,22.979136
7.5100,105.061371,8.391608,684.636222,3.526536,22.980796
7.5200,104.716201,8.391608,684.685127,3.514949,22.982438
7.5300,104.373868,8.391608,684.733482,3.503459,22.984061
7.5400,104.034353,8.391608,684.781292,3.492062,22.985666
7.5500,103.697638,8.391608,684.828562,3.480760,22.987252
7.5600,103.363704,8.391608,684.875296,3.469551,22.988821
7.5700,103.032533,8.391608,684.921498,3.458435,22.990372
7.5800,102.704108,8.391608,684.967174,3.447411,22.991905
7.5900,102.378410,8.391608,685.012326,3.436478,22.993421
7.6000,102.055422,8.391608,685.056960,3.425637,22.994919
7.6100,101.735126,8.391608,685.101080,3.414885,22.996400
7.6200,101.417503,8.391608,685.144690,3.404224,22.997864
7.6300,101.102537,8.391608,685.187795,3.393652,22.999311
7.6400,100.790210,8.391608,685.230398,3.383168,23.000741
7.6500,100.480504,8.391608,685.272504,3.372772,23.002154
7.6600,100.173403,8.391608,685.314117,3.362464,23.003551
7.6700,99.868888,8.391608,685.355241,3.352242,23.004931
7.6800,99.566943,8.391608,685.395881,3.342107,23.006295
7.6900,99.267551,8.391608,685.436040,3.332058,23.007643
7.7000,98.970694,8.391608,685.475723,3.322093,23.008975
7.7100,98.676357,8.391608,685.514933,3.312213,23.010291
7.7200,98.384521,8.391608,685.553674,3.302417,23.011592
7.7300,98.095170,8.391608,685.591951,3.292705,23.012877
7.7400,97.808287,8.391608,685.629768,3.283075,23.014146
7.7500,97.523857,8.391608,685.667128,3.273528,23.015400
7.7600,97.241861,8.391608,685.704035,3.264062,23.016639
7.7700,96.962285,8.391608,685.740493,3.254678,23.017863
7.7800,96.685111,8.391608,685.776507,3.245374,23.019072
7.7900,96.410323,8.391608,685.812079,3.236151,23.020266
7.8000,96.137906,8.391608,685.847214,3.227007,23.021445
7.8100,95.867843,8.391608,685.881916,3.217942,23.022610
7.8200,95.600117,8.391608,685.916187,3.208955,23.023760
7.8300,95.334714,8.391608,685.950033,3.200046,23.024896
7.8400,95.071617,8.391608,685.983456,3.191215,23.026018
7.8500,94.810810,8.391608,686.016461,3.182461,23.027126
7.8600,94.552279,8.391608,686.049050,3.173783,23.028220
7.8700,94.296006,8.391608,686.081228,3.165181,23.029300
7.8800,94.041977,8.391608,686.112998,3.156654,23.030366
7.8900,93.790177,8.391608,686.144364,3.148202,23.031419
7.9000,93.540589,8.391608,686.175330,3.139824,23.032459
7.9100,93.293199,8.391608,686.205898,3.131520,23.033485
7.9200,93.047992,8.391608,686.236072,3.123289,23.034498
7.9300,92.804951,8.391608,686.265856,3.115131,23.035497
7.9400,92.564063,8.391608,686.295254,3.107045,23.036484
