t,ia,ifd,wm,Te,Ea
7.9500,92.325312,8.391608,686.324268,3.099031,23.037458
7.9600,92.088684,8.391608,686.352902,3.091089,23.038419
7.9700,91.854163,8.391608,686.381160,3.083217,23.039368
7.9800,91.621736,8.391608,686.409044,3.075415,23.040304
7.9900,91.391386,8.391608,686.436559,3.067683,23.041227
8.0000,91.163100,8.391608,686.463707,3.060020,23.042138
8.0100,90.936864,8.391608,686.490492,3.052426,23.043037
8.0200,90.712662,8.391608,686.516916,3.044901,23.043924
8.0300,90.490481,8.391608,686.542984,3.037443,23.044799
8.0400,90.270306,8.391608,686.568699,3.030052,23.045663
8.0500,90.052123,8.391608,686.594063,3.022729,23.046514
8.0600,89.835918,8.391608,686.619080,3.015471,23.047354
8.0700,89.621677,8.391608,686.643753,3.008280,23.048182
8.0800,89.409386,8.391608,686.668085,3.001154,23.048999
8.0900,89.199031,8.391608,686.692079,2.994093,23.049804
8.1000,88.990598,8.391608,686.715739,2.987097,23.050598
8.1100,88.784075,8.391608,686.739067,2.980165,23.051381
8.1200,88.579446,8.391608,686.762066,2.973296,23.052153
8.1300,88.376698,8.391608,686.784740,2.966491,23.052914
8.1400,88.175818,8.391608,686.807091,2.959748,23.053665
8.1500,87.976793,8.391608,686.829123,2.953067,23.054404
8.1600,87.779609,8.391608,686.850838,2.946448,23.055133
8.1700,87.584253,8.391608,686.872239,2.939891,23.055851
8.1800,87.390711,8.391608,686.893329,2.933395,23.056559
8.1900,87.198971,8.391608,686.914112,2.926958,23.057257
8.2000,87.009020,8.391608,686.934590,2.920582,23.057944
8.2100,86.820844,8.391608,686.954765,2.914266,23.058621
8.2200,86.634431,8.391608,686.974641,2.908009,23.059289
8.2300,86.449767,8.391608,686.994220,2.901810,23.059946
8.2400,86.266841,8.391608,687.013506,2.895670,23.060593
8.2500,86.085639,8.391608,687.032500,2.889588,23.061231
8.2600,85.906149,8.391608,687.051207,2.883563,23.061859
8.2700,85.728358,8.391608,687.069627,2.877595,23.062477
8.2800,85.552253,8.391608,687.087765,2.871684,23.063086
8.2900,85.377823,8.391608,687.105623,2.865829,23.063685
8.3000,85.205055,8.391608,687.123203,2.860030,23.064275
8.3100,85.033937,8.391608,687.140509,2.854286,23.064856
8.3200,84.864456,8.391608,687.157542,2.848597,23.065428
8.3300,84.696601,8.391608,687.174306,2.842963,23.065991
8.3400,84.530359,8.391608,687.190803,2.837383,23.066544
8.3500,84.365719,8.391608,687.207035,2.831856,23.067089
8.3600,84.202668,8.391608,687.223005,2.826383,23.067625
8.3700,84.041195,8.391608,687.238716,2.820963,23.068153
8.3800,83.881288,8.391608,687.254170,2.815596,23.068671
8.3900,83.722935,8.391608,687.269370,2.810280,23.069182
8.4000,83.566124,8.391608,687.284318,2.805017,23.069683
8.4100,83.410845,8.391608,687.299016,2.799805,23.070177
8.4200,83.257085,8.391608,687.313468,2.794643,23.070662
8.4300,83.104833,8.391608,687.327675,2.789533,23.071139
8.4400,82.954078,8.391608,687.341640,2.784473,23.071607
8.4500,82.804808,8.391608,687.355365,2.779462,23.072068
8.4600,82.657013,8.391608,687.368852,2.774501,23.072521
8.4700,82.510680,8.391608,687.382105,2.769589,23.072966
8.4800,82.365800,8.391608,687.395124,2.764726,23.073403
8.4900,82.222360,8.391608,687.407914,2.759911,23.073832
8.5000,82.080351,8.391608,687.420475,2.755145,23.074254
8.5100,81.939760,8.391608,687.432810,2.750426,23.074668
8.5200,81.800578,8.391608,687.444922,2.745754,23.075074
8.5300,81.662793,8.391608,687.456812,2.741129,23.075473
8.5400,81.526394,8.391608,687.468483,2.736550,23.075865
8.5500,81.391372,8.391608,687.479938,2.732018,23.076250
8.5600,81.257716,8.391608,687.491177,2.727532,23.076627
8.5700,81.125414,8.391608,687.502204,2.723091,23.076997
8.5800,80.994457,8.391608,687.513021,2.718695,23.077360
8.5900,80.864835,8.391608,687.523630,2.714344,23.077716
8.6000,80.736536,8.391608,687.534032,2.710038,23.078065
8.6100,80.609550,8.391608,687.544230,2.705775,23.078408
8.6200,80.483868,8.391608,687.554226,2.701556,23.078743
8.6300,80.359480,8.391608,687.564023,2.697381,23.079072
8.6400,80.236374,8.391608,687.573622,2.693249,23.079394
8.6500,80.114542,8.391608,687.583024,2.689159,23.079710
8.6600,79.993973,8.391608,687.592234,2.685112,23.080019
8.6700,79.874657,8.391608,687.601251,2.681107,23.080322
8.6800,79.756585,8.391608,687.610079,2.677144,23.080618
8.6900,79.639747,8.391608,687.618719,2.673222,23.080908
8.7000,79.524132,8.391608,687.627173,2.669341,23.081192
8.7100,79.409732,8.391608,687.635443,2.665501,23.081469
8.7200,79.296537,8.391608,687.643532,2.661702,23.081741
8.7300,79.184537,8.391608,687.651441,2.657943,23.082006
8.7400,79.073723,8.391608,687.659171,2.654223,23.082266
8.7500,78.964085,8.391608,687.666725,2.650543,23.082519
8.7600,78.855615,8.391608,687.674105,2.646902,23.082767
8.7700,78.748302,8.391608,687.681313,2.643300,23.083009
8.7800,78.642138,8.391608,687.688350,2.639736,23.083245
8.7900,78.537113,8.391608,687.695218,2.636211,23.083476
8.8000,78.433218,8.391608,687.701919,2.632723,23.083701
8.8100,78.330444,8.391608,687.708455,2.629274,23.083920
8.8200,78.228783,8.391608,687.714828,2.625861,23.084134
8.8300,78.128225,8.391608,687.721039,2.622486,23.084343
8.8400,78.028761,8.391608,687.727090,2.619147,23.084546
8.8500,77.930383,8.391608,687.732983,2.615845,23.084743
8.8600,77.833081,8.391608,687.738719,2.612579,23.084936
8.8700,77.736848,8.391608,687.744301,2.609349,23.085123
8.8800,77.641674,8.391608,687.749731,2.606154,23.085306
8.8900,77.547550,8.391608,687.755008,2.602995,23.085483
8.9000,77.454469,8.391608,687.760136,2.599870,23.085655
8.9100,77.362422,8.391608,687.765116,2.596781,23.085822
8.9200,77.271399,8.391608,687.769950,2.593725,23.085984
8.9300,77.181394,8.391608,687.774639,2.590704,23.086142
8.9400,77.092397,8.391608,687.779186,2.587717,23.086294
8.9500,77.004400,8.391608,687.783590,2.584763,23.086442
8.9600,76.917395,8.391608,687.787855,2.581843,23.086585
8.9700,76.831375,8.391608,687.791982,2.578955,23.086724
8.9800,76.746329,8.391608,687.795971,2.576101,23.086858
8.9900,76.662252,8.391608,687.799826,2.573278,23.086987
9.0000,76.579134,8.391608,687.803547,2.570488,23.087112
9.0100,76.496968,8.391608,687.807136,2.567730,23.087233
9.0200,76.415745,8.391608,687.810594,2.565004,23.087349
9.0300,76.335459,8.391608,687.813924,2.562309,23.087460
9.0400,76.256100,8.391608,687.817125,2.559645,23.087568
9.0500,76.177662,8.391608,687.820201,2.557012,23.087671
9.0600,76.100136,8.391608,687.823152,2.554410,23.087770
9.0700,76.023516,8.391608,687.825979,2.551838,23.087865
9.0800,75.947792,8.391608,687.828685,2.549297,23.087956
9.0900,75.872959,8.391608,687.831271,2.546785,23.088043
9.1000,75.799008,8.391608,687.833738,2.544302,23.088125
9.1100,75.725931,8.391608,687.836087,2.541849,23.088204
9.1200,75.653723,8.391608,687.838320,2.539426,23.088279
9.1300,75.582374,8.391608,687.840439,2.537031,23.088350
9.1400,75.511878,8.391608,687.842444,2.534664,23.088418
9.1500,75.442227,8.391608,687.844337,2.532327,23.088481
9.1600,75.373415,8.391608,687.846119,2.530017,23.088541
9.1700,75.305434,8.391608,687.847792,2.527735,23.088597
9.1800,75.238277,8.391608,687.849357,2.525481,23.088650
9.1900,75.171937,8.391608,687.850815,2.523254,23.088699
9.2000,75.106407,8.391608,687.852168,2.521054,23.088744
9.2100,75.041680,8.391608,687.853417,2.518882,23.088786
9.2200,74.977749,8.391608,687.854563,2.516736,23.088825
9.2300,74.914607,8.391608,687.855608,2.514616,23.088860
9.2400,74.852248,8.391608,687.856552,2.512523,23.088891
9.2500,74.790664,8.391608,687.857397,2.510456,23.088920
9.2600,74.729849,8.391608,687.858144,2.508415,23.088945
9.2700,74.669796,8.391608,687.858795,2.506399,23.088967
9.2800,74.610499,8.391608,687.859350,2.504408,23.088985
9.2900,74.551951,8.391608,687.859812,2.502443,23.089001
9.3000,74.494145,8.391608,687.860180,2.500503,23.089013
9.3100,74.437075,8.391608,687.860456,2.498587,23.089022
9.3200,74.380734,8.391608,687.860642,2.496696,23.089029
9.3300,74.325117,8.391608,687.860738,2.494829,23.089032
9.3400,74.270216,8.391608,687.860746,2.492986,23.089032
9.3500,74.216025,8.391608,687.860667,2.491167,23.089029
9.3600,74.162539,8.391608,687.860501,2.489372,23.089024
9.3700,74.109750,8.391608,687.860251,2.487600,23.089015
9.3800,74.057652,8.391608,687.859917,2.485851,23.089004
9.3900,74.006240,8.391608,687.859500,2.484126,23.088990
9.4000,73.955508,8.391608,687.859002,2.482423,23.088973
9.4100,73.905448,8.391608,687.858423,2.480742,23.088954
9.4200,73.856056,8.391608,687.857764,2.479084,23.088932
9.4300,73.807325,8.391608,687.857027,2.477449,23.088907
9.4400,73.759249,8.391608,687.856213,2.475835,23.088880
9.4500,73.711823,8.391608,687.855323,2.474243,23.088850
9.4600,73.665040,8.391608,687.854357,2.472673,23.088818
9.4700,73.618895,8.391608,687.853317,2.471124,23.088783
9.4800,73.573382,8.391608,687.852203,2.469596,23.088745
9.4900,73.528495,8.391608,687.851017,2.468089,23.088705
9.5000,73.484228,8.391608,687.849761,2.466603,23.088663
9.5100,73.440576,8.391608,687.848433,2.465138,23.088619
9.5200,73.397534,8.391608,687.847037,2.463693,23.088572
9.5300,73.355095,8.391608,687.845572,2.462269,23.088523
9.5400,73.313254,8.391608,687.844040,2.460864,23.088471
9.5500,73.272006,8.391608,687.842442,2.459480,23.088418
9.5600,73.231345,8.391608,687.840778,2.458115,23.088362
9.5700,73.191266,8.391608,687.839049,2.456770,23.088304
9.5800,73.151763,8.391608,687.837257,2.455444,23.088244
9.5900,73.112831,8.391608,687.835402,2.454137,23.088181
9.6000,73.074465,8.391608,687.833486,2.452849,23.088117
9.6100,73.036660,8.391608,687.831508,2.451580,23.088051
9.6200,72.999409,8.391608,687.829471,2.450330,23.087982
9.6300,72.962709,8.391608,687.827374,2.449098,23.087912
9.6400,72.926554,8.391608,687.825219,2.447884,23.087840
9.6500,72.890938,8.391608,687.823007,2.446689,23.087765
9.6600,72.855857,8.391608,687.820739,2.445511,23.087689
9.6700,72.821306,8.391608,687.818414,2.444352,23.087611
9.6800,72.787280,8.391608,687.816035,2.443209,23.087531
9.6900,72.753773,8.391608,687.813602,2.442085,23.087450
9.7000,72.720781,8.391608,687.811116,2.440977,23.087366
9.7100,72.688299,8.391608,687.808578,2.439887,23.087281
9.7200,72.656322,8.391608,687.805988,2.438814,23.087194
9.7300,72.624845,8.391608,687.803347,2.437757,23.087105
9.7400,72.593863,8.391608,687.800656,2.436717,23.087015
9.7500,72.563373,8.391608,687.797917,2.435694,23.086923
9.7600,72.533368,8.391608,687.795128,2.434686,23.086829
9.7700,72.503845,8.391608,687.792293,2.433695,23.086734
9.7800,72.474798,8.391608,687.789410,2.432721,23.086638
9.7900,72.446224,8.391608,687.786482,2.431761,23.086539
9.8000,72.418117,8.391608,687.783508,2.430818,23.086439
9.8100,72.390472,8.391608,687.780489,2.429890,23.086338
9.8200,72.363287,8.391608,687.777427,2.428977,23.086235
9.8300,72.336555,8.391608,687.774322,2.428080,23.086131
9.8400,72.310273,8.391608,687.771174,2.427198,23.086025
9.8500,72.284436,8.391608,687.767985,2.426331,23.085918
9.8600,72.259039,8.391608,687.764755,2.425478,23.085810
9.8700,72.234079,8.391608,687.761484,2.424640,23.085700
9.8800,72.209552,8.391608,687.758174,2.423817,23.085589
9.8900,72.185452,8.391608,687.754825,2.423008,23.085477
9.9000,72.161775,8.391608,687.751438,2.422213,23.085363
9.9100,72.138518,8.391608,687.748013,2.421433,23.085248
9.9200,72.115677,8.391608,687.744552,2.420666,23.085132
9.9300,72.093246,8.391608,687.741054,2.419913,23.085014
9.9400,72.071222,8.391608,687.737521,2.419174,23.084896
9.9500,72.049601,8.391608,687.733953,2.418448,23.084776
9.9600,72.028379,8.391608,687.730351,2.417736,23.084655
9.9700,72.007552,8.391608,687.726715,2.417037,23.084533
9.9800,71.987116,8.391608,687.723046,2.416351,23.084410
9.9900,71.967066,8.391608,687.719345,2.415678,23.084286
10.0000,71.947399,8.391608,687.715612,2.415018,23.084160
10.0100,71.928112,8.391608,687.711847,2.414370,23.084034
10.0200,71.909199,8.391608,687.708053,2.413735,23.083907
10.0300,71.890658,8.391608,687.704228,2.413113,23.083778
10.0400,71.872484,8.391608,687.700374,2.412503,23.083649
10.0500,71.854675,8.391608,687.696492,2.411905,23.083519
10.0600,71.837225,8.391608,687.692581,2.411319,23.083387
10.0700,71.820131,8.391608,687.688642,2.410746,23.083255
10.0800,71.803390,8.391608,687.684677,2.410184,23.083122
10.0900,71.786998,8.391608,687.680685,2.409633,23.082988
10.1000,71.770951,8.391608,687.676667,2.409095,23.082853
10.1100,71.755246,8.391608,687.672624,2.408568,23.082717
10.1200,71.739878,8.391608,687.668556,2.408052,23.082581
10.1300,71.724846,8.391608,687.664463,2.407547,23.082444
10.1400,71.710144,8.391608,687.660347,2.407054,23.082305
10.1500,71.695770,8.391608,687.656208,2.406571,23.082166
10.1600,71.681721,8.391608,687.652045,2.406100,23.082027
10.1700,71.667991,8.391608,687.647861,2.405639,23.081886
10.1800,71.654579,8.391608,687.643655,2.405189,23.081745
10.1900,71.641481,8.391608,687.639428,2.404749,23.081603
10.2000,71.628694,8.391608,687.635180,2.404320,23.081461
10.2100,71.616213,8.391608,687.630912,2.403901,23.081317
10.2200,71.604036,8.391608,687.626624,2.403492,23.081173
10.2300,71.592160,8.391608,687.622317,2.403093,23.081029
10.2400,71.580582,8.391608,687.617991,2.402705,23.080884
10.2500,71.569297,8.391608,687.613647,2.402326,23.080738
10.2600,71.558303,8.391608,687.609286,2.401957,23.080591
10.2700,71.547597,8.391608,687.604906,2.401598,23.080444
10.2800,71.537176,8.391608,687.600510,2.401248,23.080297
10.2900,71.527036,8.391608,687.596098,2.400908,23.080149
10.3000,71.517175,8.391608,687.591669,2.400576,23.080000
10.3100,71.507589,8.391608,687.587225,2.400255,23.079851
10.3200,71.498275,8.391608,687.582766,2.399942,23.079701
10.3300,71.489230,8.391608,687.578293,2.399638,23.079551
10.3400,71.480452,8.391608,687.573804,2.399344,23.079400
10.3500,71.471937,8.391608,687.569303,2.399058,23.079249
10.3600,71.463682,8.391608,687.564787,2.398781,23.079098
10.3700,71.455685,8.391608,687.560259,2.398512,23.078946
10.3800,71.447942,8.391608,687.555718,2.398253,23.078793
10.3900,71.440451,8.391608,687.551165,2.398001,23.078641
10.4000,71.433208,8.391608,687.546601,2.397758,23.078487
10.4100,71.426212,8.391608,687.542024,2.397523,23.078334
10.4200,71.419458,8.391608,687.537437,2.397297,23.078180
10.4300,71.412946,8.391608,687.532840,2.397078,23.078025
10.4400,71.406670,8.391608,687.528232,2.396867,23.077871
10.4500,71.400630,8.391608,687.523614,2.396665,23.077716
10.4600,71.394822,8.391608,687.518987,2.396470,23.077560
10.4700,71.389243,8.391608,687.514350,2.396282,23.077405
10.4800,71.383891,8.391608,687.509705,2.396103,23.077249
10.4900,71.378764,8.391608,687.505052,2.395931,23.077093
10.5000,71.373857,8.391608,687.500390,2.395766,23.076936
10.5100,71.369170,8.391608,687.495721,2.395609,23.076779
10.5200,71.364699,8.391608,687.491045,2.395458,23.076622
10.5300,71.360442,8.391608,687.486361,2.395316,23.076465
10.5400,71.356397,8.391608,687.481671,2.395180,23.076308
10.5500,71.352560,8.391608,687.476975,2.395051,23.076150
10.5600,71.348929,8.391608,687.472272,2.394929,23.075992
10.5700,71.345502,8.391608,687.467564,2.394814,23.075834
10.5800,71.342277,8.391608,687.462851,2.394706,23.075676
10.5900,71.339250,8.391608,687.458133,2.394604,23.075518
10.6000,71.336420,8.391608,687.453410,2.394509,23.075359
10.6100,71.333784,8.391608,687.448682,2.394421,23.075201
10.6200,71.331340,8.391608,687.443951,2.394339,23.075042
10.6300,71.329085,8.391608,687.439216,2.394263,23.074883
10.6400,71.327017,8.391608,687.434477,2.394194,23.074724
10.6500,71.325135,8.391608,687.429735,2.394130,23.074565
10.6600,71.323434,8.391608,687.424991,2.394073,23.074405
10.6700,71.321914,8.391608,687.420244,2.394022,23.074246
10.6800,71.320572,8.391608,687.415494,2.393977,23.074087
10.6900,71.319406,8.391608,687.410743,2.393938,23.073927
10.7000,71.318413,8.391608,687.405989,2.393905,23.073767
10.7100,71.317591,8.391608,687.401235,2.393877,23.073608
10.7200,71.316939,8.391608,687.396479,2.393855,23.073448
10.7300,71.316454,8.391608,687.391722,2.393839,23.073289
10.7400,71.316133,8.391608,687.386965,2.393828,23.073129
10.7500,71.315976,8.391608,687.382207,2.393823,23.072969
10.7600,71.315979,8.391608,687.377449,2.393823,23.072809
10.7700,71.316141,8.391608,687.372691,2.393829,23.072650
10.7800,71.316459,8.391608,687.367934,2.393839,23.072490
10.7900,71.316932,8.391608,687.363177,2.393855,23.072330
10.8000,71.317558,8.391608,687.358421,2.393876,23.072171
10.8100,71.318334,8.391608,687.353666,2.393902,23.072011
10.8200,71.319258,8.391608,687.348913,2.393933,23.071852
10.8300,71.320329,8.391608,687.344161,2.393969,23.071692
10.8400,71.321545,8.391608,687.339411,2.394010,23.071533
10.8500,71.322903,8.391608,687.334663,2.394055,23.071373
10.8600,71.324402,8.391608,687.329918,2.394106,23.071214
10.8700,71.326040,8.391608,687.325175,2.394161,23.071055
10.8800,71.327815,8.391608,687.320434,2.394220,23.070896
10.8900,71.329725,8.391608,687.315697,2.394284,23.070737
10.9000,71.331768,8.391608,687.310962,2.394353,23.070578
10.9100,71.333943,8.391608,687.306231,2.394426,23.070419
10.9200,71.336248,8.391608,687.301504,2.394503,23.070260
10.9300,71.338680,8.391608,687.296781,2.394585,23.070102
10.9400,71.341238,8.391608,687.292061,2.394671,23.069943
10.9500,71.343920,8.391608,687.287346,2.394761,23.069785
10.9600,71.346725,8.391608,687.282635,2.394855,23.069627
10.9700,71.349651,8.391608,687.277928,2.394953,23.069469
10.9800,71.352696,8.391608,687.273227,2.395056,23.069311
10.9900,71.355859,8.391608,687.268530,2.395162,23.069153
11.0000,71.359137,8.391608,687.263838,2.395272,23.068996
11.0100,71.362529,8.391608,687.259152,2.395386,23.068839
11.0200,71.366033,8.391608,687.254471,2.395503,23.068682
11.0300,71.369648,8.391608,687.249796,2.395625,23.068525
11.0400,71.373373,8.391608,687.245127,2.395750,23.068368
11.0500,71.377204,8.391608,687.240464,2.395878,23.068211
11.0600,71.381142,8.391608,687.235807,2.396010,23.068055
11.0700,71.385184,8.391608,687.231157,2.396146,23.067899
11.0800,71.389329,8.391608,687.226513,2.396285,23.067743
11.0900,71.393575,8.391608,687.221876,2.396428,23.067587
11.1000,71.397921,8.391608,687.217245,2.396574,23.067432
11.1100,71.402365,8.391608,687.212622,2.396723,23.067277
11.1200,71.406905,8.391608,687.208006,2.396875,23.067122
11.1300,71.411541,8.391608,687.203397,2.397031,23.066967
11.1400,71.416270,8.391608,687.198796,2.397189,23.066813
11.1500,71.421092,8.391608,687.194202,2.397351,23.066659
11.1600,71.426005,8.391608,687.189616,2.397516,23.066505
11.1700,71.431006,8.391608,687.185038,2.397684,23.066351
11.1800,71.436096,8.391608,687.180468,2.397855,23.066198
11.1900,71.441273,8.391608,687.175906,2.398029,23.066044
11.2000,71.446534,8.391608,687.171353,2.398205,23.065892
11.2100,71.451879,8.391608,687.166808,2.398385,23.065739
11.2200,71.457307,8.391608,687.162271,2.398567,23.065587
11.2300,71.462815,8.391608,687.157744,2.398752,23.065435
11.2400,71.468404,8.391608,687.153225,2.398939,23.065283
11.2500,71.474070,8.391608,687.148716,2.399130,23.065132
11.2600,71.479814,8.391608,687.144215,2.399322,23.064981
11.2700,71.485634,8.391608,687.139724,2.399518,23.064830
11.2800,71.491528,8.391608,687.135242,2.399716,23.064679
11.2900,71.497495,8.391608,687.130769,2.399916,23.064529
11.3000,71.503534,8.391608,687.126306,2.400119,23.064380
11.3100,71.509644,8.391608,687.121853,2.400324,23.064230
11.3200,71.515823,8.391608,687.117410,2.400531,23.064081
11.3300,71.522070,8.391608,687.112976,2.400741,23.063932
11.3400,71.528384,8.391608,687.108553,2.400953,23.063784
11.3500,71.534765,8.391608,687.104139,2.401167,23.063635
11.3600,71.541209,8.391608,687.099736,2.401383,23.063488
11.3700,71.547718,8.391608,687.095344,2.401602,23.063340
11.3800,71.554288,8.391608,687.090962,2.401822,23.063193
11.3900,71.560920,8.391608,687.086590,2.402045,23.063046
11.4000,71.567611,8.391608,687.082229,2.402269,23.062900
11.4100,71.574361,8.391608,687.077879,2.402496,23.062754
11.4200,71.581169,8.391608,687.073539,2.402725,23.062608
11.4300,71.588034,8.391608,687.069211,2.402955,23.062463
11.4400,71.594954,8.391608,687.064893,2.403187,23.062318
11.4500,71.601929,8.391608,687.060587,2.403421,23.062174
11.4600,71.608957,8.391608,687.056292,2.403657,23.062029
11.4700,71.616037,8.391608,687.052008,2.403895,23.061886
11.4800,71.623169,8.391608,687.047735,2.404134,23.061742
11.4900,71.630350,8.391608,687.043474,2.404375,23.061599
11.5000,71.637581,8.391608,687.039224,2.404618,23.061456
11.5100,71.644860,8.391608,687.034986,2.404862,23.061314
11.5200,71.652186,8.391608,687.030760,2.405108,23.061172
11.5300,71.659558,8.391608,687.026545,2.405356,23.061031
11.5400,71.666975,8.391608,687.022343,2.405605,23.060890
11.5500,71.674437,8.391608,687.018152,2.405855,23.060749
11.5600,71.681941,8.391608,687.013973,2.406107,23.060609
11.5700,71.689488,8.391608,687.009806,2.406360,23.060469
11.5800,71.697076,8.391608,687.005651,2.406615,23.060330
11.5900,71.704705,8.391608,687.001509,2.406871,23.060191
11.6000,71.712373,8.391608,686.997378,2.407129,23.060052
11.6100,71.720079,8.391608,686.993260,2.407387,23.059914
11.6200,71.727823,8.391608,686.989154,2.407647,23.059776
11.6300,71.735604,8.391608,686.985061,2.407908,23.059638
11.6400,71.743421,8.391608,686.980980,2.408171,23.059501
11.6500,71.751272,8.391608,686.976912,2.408434,23.059365
11.6600,71.759158,8.391608,686.972856,2.408699,23.059229
11.6700,71.767076,8.391608,686.968813,2.408965,23.059093
11.6800,71.775027,8.391608,686.964782,2.409232,23.058958
11.6900,71.783010,8.391608,686.960765,2.409500,23.058823
11.7000,71.791023,8.391608,686.956760,2.409769,23.058688
11.7100,71.799066,8.391608,686.952768,2.410039,23.058554
11.7200,71.807139,8.391608,686.948788,2.410310,23.058421
11.7300,71.815239,8.391608,686.944822,2.410581,23.058288
11.7400,71.823367,8.391608,686.940869,2.410854,23.058155
11.7500,71.831521,8.391608,686.936928,2.411128,23.058023
11.7600,71.839701,8.391608,686.933001,2.411403,23.057891
11.7700,71.847907,8.391608,686.929087,2.411678,23.057760
11.7800,71.856137,8.391608,686.925186,2.411954,23.057629
11.7900,71.864390,8.391608,686.921298,2.412231,23.057498
11.8000,71.872666,8.391608,686.917423,2.412509,23.057368
11.8100,71.880964,8.391608,686.913562,2.412788,23.057238
11.8200,71.889284,8.391608,686.909714,2.413067,23.057109
11.8300,71.897624,8.391608,686.905879,2.413347,23.056981
11.8400,71.905984,8.391608,686.902057,2.413627,23.056852
11.8500,71.914364,8.391608,686.898249,2.413909,23.056724
11.8600,71.922762,8.391608,686.894455,2.414191,23.056597
11.8700,71.931178,8.391608,686.890673,2.414473,23.056470
11.8800,71.939611,8.391608,686.886906,2.414756,23.056344
11.8900,71.948061,8.391608,686.883151,2.415040,23.056218
11.9000,71.956526,8.391608,686.879411,2.415324,23.056092
11.9100,71.965007,8.391608,686.875683,2.415609,23.055967
11.9200,71.973502,8.391608,686.871970,2.415894,23.055842
11.9300,71.982011,8.391608,686.868270,2.416179,23.055718
11.9400,71.990533,8.391608,686.864583,2.416465,23.055594
11.9500,71.999068,8.391608,686.860910,2.416752,23.055471
11.9600,72.007615,8.391608,686.857251,2.417039,23.055348
11.9700,72.016173,8.391608,686.853606,2.417326,23.055226
11.9800,72.024742,8.391608,686.849974,2.417614,23.055104
11.9900,72.033322,8.391608,686.846356,2.417902,23.054983
12.0000,72.041911,8.391608,686.842751,2.418190,23.054862
